id,win_date,account_name,salesforce_accountid,rep_name,opportunity_name,opportunity_stage,gtmx_team,account_prospecting_notes,opportunity_type,opportunity_software_mrr,line_items
8443762f59278f7bdc5a5a502f7132e6,2026-03-12,Kahlovera Mexican Bar & Grill - Chapel Hill,001PV00002ze14UYAQ,Katie Kabbes,Kahlovera Mexican Bar & Grill - Chapel Hill - SMB POS - New Business,13. Booked - Need Info to Onboard,Guest Pro,,New Business,365.0,"14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub, Cash Drawer ($0.00), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), Access Points ($0.00), Digital Storefront ($0.00), Gift Card Program Monthly Subscription ($50.00), Handheld Monthly Software Subscription ($150.00), Kitchen Impact Printer ($0.00), Local by Toast ($0.00), Marketing ($0.00), Menu Build: Completed by Toast ($250.00), Onboarding Recap ($0.00), Online Ordering Monthly Subscription ($75.00), Pronto 24 Port Switch POE ($0.00), Pronto Indoor Access Point w/ POE Injector (NA) ($0.00), Pronto Outdoor Access Point w/ POE Injector (NA) ($0.00), Pronto Router ($0.00), Routers ($0.00), Self Install ($0.00), Software Monthly Subscription ($90.00), Switches ($0.00), Toast Classroom Live and On-Demand ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Essentials ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($0.00), Toast Kitchen Printer ($0.00), Toast Welcome Kit ($0.00)"
939faea21ac21dcc46a175a63c4338fe,2026-03-12,The Neighbor's,001PV00002bWcyMYAS,Mat Szabo,The Neighbor's - SMB POS - New Business,16. Closed - Onboarded,Guest Pro,,New Business,484.65,"14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub, Cash Drawer ($0.00), 4-Course Onboarding - Optional Add-Ons ($0.00), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), Access Points ($0.00), First-Day Support ($225.00), Handheld Monthly Software Subscription ($50.00), Hardware Accessories ($0.00), Inventory Management ($50.00), Invoice Automation ($179.00), Onboarding Recap ($0.00), Onsite Install ($400.00), Pronto 8 Port Switch POE ($62.25), Pronto Indoor Access Point w/ POE Injector (NA) ($52.25), Pronto Router ($0.00), Recipe Costing ($50.00), Routers ($0.00), Self-Built Menu ($0.00), Software Monthly Subscription ($76.50), Switches ($0.00), Toast Advertising Essentials ($0.15), Toast Classroom Live and On-Demand ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($136.75), Toast Go® 3 Handheld Protective Case (Peppercorn Gray Color) ($0.00), Toast Tips Manager ($79.00), Toast Welcome Kit ($0.00), xtraCHEF ($0.00), xtraCHEF Invoice Automation Onboarding ($150.00), xtraCHEF Pro ($0.00), xtraChef Recipe and Inventory Onboarding ($60.00)"
2f2f77eb783dc7d9da1f92e1fc6647d5,2026-03-12,Blended Marietta,001PV00001JjQJ4YAN,Zack Berkowitz,#GuestPro - Blended Marietta,4. Demo Complete,Guest Pro,,Existing Business (Upsell),425.44,"4-Course Onboarding - Optional Add-Ons ($0.00), Additional Onboarding Products ($0.00), Branded App Setup : Completed By Toast ($0.00), Digital Storefront ($0.00), Digital Storefront Pro Upgrade ($49.95), Gift Card Program Monthly Subscription ($33.75), Local by Toast ($0.00), Loyalty Program Monthly Subscription ($33.75), Managed Marketing Services ($0.00), Marketing ($0.00), Marketing Monthly Subscription ($50.62), Online Ordering Monthly Subscription ($50.62), SMS Marketing Base Subscription - 500 Monthly Texts ($6.75), Toast Advertising Pro ($200.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Pro ($0.00), Toast Marketing Essentials ($0.00)"
8fc356cdfacafb5deb27ec51d128c42c,2026-03-12,Mi Ranchito - Ave P,0014W00003JUzfeQAD,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
f97bfe197706fd86d1062bd0fdcb3d61,2026-03-12,Bubbles and Beans Beverage Company,001PV00001okWZ9YAM,Zack Berkowitz,Bubbles and Beans Beverage Company - Customer Upsell + Software,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"Digital Storefront ($0.00), Digital Storefront Pro Upgrade ($0.00), Local by Toast ($0.00), Online Ordering Monthly Subscription ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Pro ($0.00), UberEats Integration ($0.00)"
25ef9fccfde2960ac164d3e45e255d06,2026-03-12,Wing Stadium,001PV00002mmroYYAQ,Emma Wiley,Wing Stadium - GC/DD,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),50.0,"3rd Party Delivery ($0.00), DoorDash Integration ($18.75), Gift Card Program Monthly Subscription ($31.25), Marketing ($0.00)"
ef1715ede160b3d869df85ac035f9631,2026-03-12,Methodical - Landmark,0014W00002W7QiSQAV,Zack Berkowitz,Methodical - Landmark - XC Pro,Closed - Lost,Guest Pro,,Existing Business (Upsell),279.0,"Inventory Management ($50.00), Invoice Automation ($179.00), Recipe Costing ($50.00), xtraCHEF ($0.00), xtraCHEF Pro ($0.00)"
60fdc0f04ebf9ab5f742140052f3507d,2026-03-12,2nd- Mi Ranchito Food Truck,001PV00001ygA6MYAU,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
592ef23caebba07120ca86fd9efd31df,2026-03-12,Dario’s,001PV00002HQNHVYA5,Katrina Hayes,Amendment for contract #00737195,Closed - Lost,Guest Pro,,Existing Business (Upsell),0.0,
bbdf84e7a82c233b543ebc25c4487088,2026-03-12,NEW- Mi Ranchito Mexican Grill - Sierra Hwy,001PV000019oKDxYAM,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
350f918bc27552100125cc0040536370,2026-03-12,Tiger Sun Restaurant and Lounge,001PV00002pARlKYAW,Bradley Dickinson,Tiger Sun Restaurant and Lounge <Thermal Printer>,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"Printing Hub (US) ($0.00), Toast Flex Receipt Printer G3 ($0.00)"
1b94e656e59a466672b8718dac4815c3,2026-03-12,Common Bond Bistro - Montrose,0013c00001rCOxsAAG,Cole Lelli,#GuestPro,9. Agreement Sent,Guest Pro,,Existing Business (Upsell),200.0,"Toast Advertising Essentials ($0.00), Toast Advertising Pro ($200.00)"
dc3cb2d5960776270bf445ca7e342d99,2026-03-12,Heirloom Craft Kitchen,0013c00001rAwcMAAS,Sara Geiken,Heirloom Craft Kitchen - Hardware,Closed - Lost,Guest Pro,,Existing Business (Upsell),0.0,
81dd69fa5947001e4a169427a94a9c5f,2026-03-12,Casa Jardin,001PV00002lfz54YAA,Emma Wiley,Casa Jardin - Customer Upsell + Software,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"Branded Mobile App Subscription ($0.00), Digital Storefront ($0.00), Digital Storefront Pro Upgrade ($0.00), Local by Toast ($0.00), Online Ordering Monthly Subscription ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Premium ($0.00), UberEats Integration ($0.00)"
26173c046e13bea61f86f7de9e0bf8f6,2026-03-12,Evgenia,001PV00002zrgppYAA,Kitty Bogdan,Evgenia,16. Closed - Onboarded,Guest Pro,,New Business,559.0,"14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub ($201.80), 14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub, Cash Drawer ($221.80), 22"" Toast Flex for Kitchen with Wall Mount ($199.80), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), API Monthly Subscription ($12.50), Access Points ($0.00), Additional Tablet Monthly Software Subscription ($50.00), Advanced Restaurant Management ($12.50), Gift Card Program Monthly Subscription ($50.00), Handheld Monthly Software Subscription ($150.00), Kitchen Display Screen Monthly Subscription ($35.00), Kitchen Impact Printer ($0.00), Marketing ($0.00), Menu Template ($62.50), Onboarding Recap ($0.00), Pronto 24 Port Switch POE ($99.80), Pronto Indoor Access Point w/ POE Injector (NA) ($41.80), Pronto Outdoor Access Point w/ POE Injector (NA) ($43.80), Pronto Router ($67.80), Restaurant Management ($0.00), Routers ($0.00), Software Monthly Subscription ($50.00), Switches ($0.00), Toast Classroom Live and On-Demand ($0.00), Toast Flex KDS 22"" G2 ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($359.40), Toast Kitchen Printer ($203.40), Toast Restaurant Management Essentials ($0.00), Toast Tables ($0.00), Toast Tables Plus (Reservations + Waitlist) ($199.00), Toast Welcome Kit ($0.00), Virtual-Led Install ($125.00)"
67d8e745efef1a191b19f4e6fe8499a0,2026-03-12,"BLENDED Smoothie & Juice Bar - HIRAM, GA",0014W00002RqctiQAB,Zack Berkowitz,"#GuestPro - BLENDED Smoothie & Juice Bar - HIRAM, GA",4. Demo Complete,Guest Pro,,Existing Business (Upsell),425.44,"4-Course Onboarding - Optional Add-Ons ($0.00), Additional Onboarding Products ($0.00), Branded App Setup : Completed By Toast ($0.00), Digital Storefront ($0.00), Digital Storefront Pro Upgrade ($49.95), Gift Card Program Monthly Subscription ($33.75), Local by Toast ($0.00), Loyalty Program Monthly Subscription ($33.75), Managed Marketing Services ($0.00), Marketing ($0.00), Marketing Monthly Subscription ($50.62), Online Ordering Monthly Subscription ($50.62), SMS Marketing Base Subscription - 500 Monthly Texts ($6.75), Toast Advertising Pro ($200.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Pro ($0.00), Toast Marketing Essentials ($0.00)"
2420da2223bdd4b42246f4f6f24eb238,2026-03-12,,0013c00001rQuAVAA0,Daria Noori,I Love Bagels - 2025,Closed - Lost,Guest Pro,,New Business,715.7,"14"" Toast Flex for Guest (Wedge) w/ Toast Tap (OC), MSR Card Reader, Toast Printer, & Cash Drawer ($159.26), 3rd Party Delivery ($0.00), Access Points ($0.00), Additional On Site Toast Contractor ($550.00), Additional Tablet Monthly Software Subscription ($42.50), Barcode Scanner with Stand ($24.40), Core Implementation - 3+ Tablets ($574.33), Core Onboarding ($0.00), Digital Storefront ($0.00), Gift Card Program Monthly Subscription ($45.00), Handheld Monthly Software Subscription ($42.50), Invoice Automation ($143.20), Local by Toast ($0.00), Loyalty Program Monthly Subscription ($45.00), Marketing ($0.00), Marketing Monthly Subscription ($67.50), Online Ordering Monthly Subscription ($75.00), POE Injector (NA) ($0.00), Payroll ($0.00), Payroll Pro Onboarding ($375.00), Pronto 8 Port Switch Non POE ($12.20), Pronto Indoor Access Point w/ POE Injector (NA) ($12.81), Pronto Router ($20.78), Routers ($0.00), SMS Marketing Base Subscription - 500 Monthly Texts ($9.00), Scanners ($0.00), Software Monthly Subscription ($81.00), Switches ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Essentials ($0.00), Toast Flex GFD Terminal Packages  14"" G2 ($0.00), Toast Go 2 Handheld ($30.59), Toast Go Handheld G2 ($0.00), Toast Marketing Essentials ($0.00), Toast Payroll Pro ($135.00), UberEats Integration ($30.00), Vestwell 401k Referral ($0.00), xtraCHEF ($0.00), xtraCHEF Essentials ($0.00), xtraCHEF Invoice Automation Onboarding ($150.00)"
10301a7fe6f5ee6261075db326545907,2026-03-12,19 Degrees Sports Bar & Grill - MCKINNEY,001C000001ljuEBIAY,Kyle Wearner,"19 Degrees Sports Bar & Grill - MCKINNEY- 22"" KDS/ TG3/ OPT",Closed - Lost,Guest Pro,,Existing Business (Upsell),138.6,"22"" Toast Flex for Kitchen with Wall Mount ($899.10), Handheld Monthly Software Subscription ($45.00), Kitchen Display Screen Monthly Subscription ($31.50), Toast Flex KDS 22"" G2 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($539.10), Toast Mobile Order & Pay ($62.10)"
aa9978736a80b96ccb993210a07389e9,2026-03-12,Mi Ranchito New Food Truck,0014W00003MgGhIQAV,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
adac5b58432711de3a43d9091097edae,2026-03-12,Mi Ranchito - 11th Street East,0014W00003JUzmLQAT,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
f11710bee4e730e4c7ea681d4175822f,2026-03-12,Mi Ranchito - Ave L,0014W00003JUzaeQAD,Emma Wiley,Guesto Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
4b9eb805d5847a2f5677fc20eb64432c,2026-03-12,Pineapple SOL- resign,001PV00001mGLItYAO,Victor Portillo,Extra 1000 texts,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),17.75,"SMS Subscription - 1,000 Additional Monthly Texts ($17.75)"
c8a37a6e001f39f831a828ef8a07ba79,2026-03-12,Taqueria 2 Portillos - Hesperia,001PV00002C5jseYAB,Julian Boecking,Taqueria 2 Portillos - Hesperia <Kiosk Counter Upsell>,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"14"" Flex 3 Kiosk (Countertop) w/ Toast Tap (OC) ($409.50), Toast Flex Kiosk 14"" G3 ($0.00)"
03547b813fda37ceaf12aa26bd953459,2026-03-12,Wing Stadium,001PV00002mmroYYAQ,Emma Wiley,Wing Stadium - Customer Upsell + Software,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"Branded Mobile App Subscription ($0.00), Digital Storefront ($0.00), Digital Storefront Pro Upgrade ($0.00), Local by Toast ($0.00), Online Ordering Monthly Subscription ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Premium ($0.00), UberEats Integration ($0.00)"
a89f2389782c39f7d812b09415dda85e,2026-03-12,Mousai,001PV00002lfjzZYAQ,Emma Wiley,Mousai - GC,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),35.0,"Gift Card Program Monthly Subscription ($35.00), Marketing ($0.00)"
40b274a190fdb218c4dca3a71df8907a,2026-03-12,Ondas NY New,0014W00003MgMEtQAN,Katrina Hayes,Amendment for contract #00432993,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),199.0,"Toast Tables ($0.00), Toast Tables Plus (Reservations + Waitlist) ($199.00)"
bf9a2bc44a032a26ff7e58135de6b8a9,2026-03-12,Soliz Tacos Investment HTX3 Richmond,001PV000010CjovYAC,Justin Loder,Soliz Tacos Investment HTX3 Richmond Branded App Consult,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"Additional Onboarding Products ($0.00), Branded App Setup : Completed By Toast ($0.00)"
07d4944dd90b8d50cb5f01f127ae094e,2026-03-12,Holy Burger and Wings,001PV00002zesQXYAY,Joe Dyman,Holy Burger and Wings - SMB POS - New Business,16. Closed - Onboarded,Guest Pro,,New Business,374.0,"14"" Flex 3 KDS (Wall Mount) ($339.50), 14"" Flex 3 Terminal w/ Guest Display, Toast Tap (OC), Printing Hub, Cash Drawer, MSR ($654.50), 22"" Toast Flex Kiosk with Wall Mount and Toast Tap (Direct Attach) ($574.50), 3rd Party Delivery ($0.00), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), Digital Storefront ($0.00), Digital Storefront Pro Upgrade ($74.00), DoorDash Integration ($0.00), GrubHub Integration ($0.00), Kiosk Monthly Subscription ($100.00), Kitchen Display Screen Monthly Subscription ($35.00), Kitchen Impact Printer ($0.00), Local by Toast ($0.00), Onboarding Recap ($0.00), Online Ordering Monthly Subscription ($75.00), Pronto 24 Port Switch POE ($0.00), Pronto Router ($0.00), Routers ($0.00), Self Install ($0.00), Self-Built Menu ($0.00), Software Monthly Subscription ($90.00), Switches ($0.00), Third Party Delivery Integrations Package ($0.00), Toast Classroom Live and On-Demand ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Pro ($0.00), Toast Flex KDS 14"" G3 ($0.00), Toast Flex Kiosk 22"" G2 ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Kitchen Printer ($169.50), Toast Welcome Kit ($0.00), UberEats Integration ($0.00)"
ec62c28061298df97fbf89200e7465f6,2026-03-12,Brennecke's Beach Broiler Catering,0014W00003F4H1dQAF,Rachel Ibrahim,Brennecke's Beach Broiler Catering - Hardware,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),50.0,"14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub ($908.10), Chargers ($0.00), Handheld Monthly Software Subscription ($50.00), Printing Hub Power Supply (NA) ($31.50), Toast Flex Receipt Printer G3 ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($5391.00), Toast Go® 3 Handheld Charging Dock (NA) ($358.20), Toast Hardware Power Adapter V2 - NA ($35.10)"
213159d901c81cd3a2afe99dfeea1627,2026-03-12,The Edge Cafe at Tallulah Adventures Ridgeline Ownership,001PV000023V5DZYA0,Zack Berkowitz,The Edge Cafe at Tallulah Adventures Ridgeline Ownership - XC,Closed - Lost,Guest Pro,,Existing Business (Upsell),223.2,"Inventory Management ($40.00), Invoice Automation ($143.20), Recipe Costing ($40.00), xtraCHEF ($0.00), xtraCHEF Pro ($0.00)"
b09c937c1e38c95d0843c2f022f869f6,2026-03-12,ATC Fullsteam Restaurant & Taproom,001PV00002wTzH0YAK,Gillian Shepherd,ATC Fullsteam,16. Closed - Onboarded,Guest Pro,,New Business,697.25,"14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub ($0.00), 14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub, Cash Drawer ($0.00), 22"" Toast Flex for Kitchen with Wall Mount ($349.65), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), Access Points ($0.00), Additional Tablet Monthly Software Subscription ($90.00), Digital Storefront ($0.00), Gift Card Program Monthly Subscription ($37.50), Handheld Monthly Software Subscription ($250.00), Kitchen Display Screen Monthly Subscription ($0.00), Kitchen Impact Printer ($0.00), Local by Toast ($0.00), Loyalty Program Monthly Subscription ($37.50), Marketing ($0.00), Marketing Monthly Subscription ($56.25), Menu Template ($112.14), Onboarding Recap ($0.00), Online Ordering Monthly Subscription ($67.50), Onsite Install ($717.68), Pronto 24 Port Switch POE ($0.00), Pronto Indoor Access Point w/ POE Injector (NA) ($0.00), Pronto Outdoor Access Point w/ POE Injector (NA) ($0.00), Pronto Router ($0.00), Routers ($0.00), SMS Marketing Base Subscription - 500 Monthly Texts ($7.50), Scheduling Pro ($70.00), Software Monthly Subscription ($81.00), Switches ($0.00), Toast Classroom Live and On-Demand ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Essentials ($0.00), Toast Flex KDS 22"" G2 ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($1173.14), Toast Go® 3 Handheld Charging Dock (NA) ($77.95), Toast Kitchen Printer ($371.82), Toast Marketing Essentials ($0.00), Toast Welcome Kit ($0.00)"
9ff7b00946dc0a7df68203018d164edc,2026-03-12,Monte Vista Hotel,001C000001NgmzrIAB,Zack Berkowitz,Monte Vista Hotel - XC Pro,Closed - Lost,Guest Pro,,Existing Business (Upsell),223.2,"Inventory Management ($40.00), Invoice Automation ($143.20), Recipe Costing ($40.00), xtraCHEF ($0.00), xtraCHEF Pro ($0.00)"
70dfe36d18988f673533ed765e9d0f4a,2026-03-12,The Pasta Guru Events,001PV00002bm2VrYAI,Zack Berkowitz,Amendment for contract #00761814,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),85.0,"Catering and Events ($0.00), Toast Catering and Events ($85.00)"
148361a41c3da21dd8152558f44511fd,2026-03-12,Paddle House 2026,001PV00002wngEzYAI,Kathryn Caine,Paddle House 2026 - SMB POS - New Business,16. Closed - Onboarded,Guest Pro,,New Business,2057.45,"14"" Flex 3 KDS (Wall Mount) ($0.00), 14"" Flex 3 Terminal w/ Guest Display, Toast Tap (OC), Printing Hub, Cash Drawer, MSR ($0.00), 22"" Toast Flex for Kitchen with Wall Mount ($0.00), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), Access Points ($0.00), Additional Tablet Monthly Software Subscription ($450.00), Catering and Events ($0.00), Gift Card Program Monthly Subscription ($40.00), Handheld Monthly Software Subscription ($600.00), Kitchen Display Screen Monthly Subscription ($350.00), Kitchen Impact Printer ($0.00), Loyalty Program Monthly Subscription ($40.00), Marketing ($0.00), Marketing Monthly Subscription ($60.00), Menu Build: Completed by Toast ($250.00), Onboarding Recap ($0.00), Onsite Install ($1600.00), Pronto 48 Port Switch POE ($0.00), Pronto Indoor Access Point w/ POE Injector (NA) ($0.00), Pronto Outdoor Access Point w/ POE Injector (NA) ($0.00), Pronto Router ($0.00), Routers ($0.00), SMS Marketing Base Subscription - 500 Monthly Texts ($8.00), Software Monthly Subscription ($76.50), Switches ($0.00), Toast Catering and Events ($85.00), Toast Classroom Live and On-Demand ($0.00), Toast Flex KDS 14"" G3 ($0.00), Toast Flex KDS 22"" G2 ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($0.00), Toast Go® 3 Handheld Charging Dock (NA) ($0.00), Toast Kitchen Printer ($0.00), Toast Marketing Essentials ($0.00), Toast Mobile Order & Pay ($58.65), Toast Retail ($150.00), Toast Tables ($0.00), Toast Tables Plus (Reservations + Waitlist) ($139.30), Toast Welcome Kit ($0.00)"
564725cb465be1f2c17d133b142544d6,2026-03-12,Mi Ranchito - Hacienda Location,0014W00003JUzuzQAD,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
129109f664af5a0d3c1b179762436137,2026-03-12,Mi Ranchito - Ave K,0014W00003JUzeRQAT,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
33c3dd756bc65bd55a925bd8a4a3b2e7,2026-03-12,Mi Ranchito - Ave I,0014W00003JUzgOQAT,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
994841ddb19d7cd7d4fe1066430bc94f,2026-03-12,Mi Ranchito - 6th Street East,0014W00003JUzffQAD,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
f3c00e038bfd0550b43145d783f3c9c4,2026-03-12,Mi Ranchito Mexican Bar & Grill,0014W00003JUzgNQAT,Emma Wiley,Guest Pro,4. Demo Complete,Guest Pro,,Existing Business (Upsell),0.0,
ef25d5633d8008eea20b2affc06e32fa,2026-03-12,,001PV00002IWofrYAD,Kelly Sendek,Cozy 1 Cafe - Newport,Closed - Lost,Guest Pro,,New Business,485.0,"14"" Toast Flex for Guest (Direct Attach), Toast Tap (On Counter) and MSR Credit Card Reader, Toast Printer, and Cash Drawer ($2598.00), 14"" Toast Flex for Kitchen with Wall Mount ($749.00), Access Points ($0.00), Additional On Site Toast Contractor ($1000.00), Additional Tablet Monthly Software Subscription ($50.00), Core Implementation - 3+ Tablets ($1049.00), Core Onboarding ($0.00), Digital Storefront ($0.00), Gift Card Program Monthly Subscription ($50.00), Handheld Monthly Software Subscription ($50.00), Kitchen Display Screen Monthly Subscription ($35.00), Local by Toast ($0.00), Loyalty Program Monthly Subscription ($50.00), Marketing ($0.00), Marketing Monthly Subscription ($75.00), Online Ordering Monthly Subscription ($75.00), Pronto 8 Port Switch Non POE ($199.00), Pronto Indoor Access Point w/ POE Injector (NA) ($209.00), Pronto Outdoor Access Point w/ POE Injector (NA) ($219.00), Pronto Router ($339.00), Routers ($0.00), SMS Marketing Base Subscription - 500 Monthly Texts ($10.00), Software Monthly Subscription ($90.00), Switches ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Essentials ($0.00), Toast Flex GFD Terminal Packages  14"" G2 ($0.00), Toast Flex KDS 14"" G2 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($599.00), Toast Marketing Essentials ($0.00)"
3adc0ee247dbb745c35ca0aef3dd1fcc,2026-03-12,Mulligan’s creamery,001PV000028ngGdYAI,Tommie Purser,Amendment for contract #00758911,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),75.0,"API Monthly Subscription ($0.00), Advanced Restaurant Management ($0.00), Barcode Scanner with Stand ($0.00), Restaurant Management ($0.00), Scanners ($0.00), Toast Restaurant Management Essentials ($0.00), Toast Retail ($75.00)"
f2fb953eed15a1a0e8d14a7e20e5a56b,2026-03-12,Kahlovera - Greensboro,001PV00002zeEOKYA2,Katie Kabbes,Kahlovera Greensboro - SMB POS - New Business,13. Booked - Need Info to Onboard,Guest Pro,,New Business,1015.0,"14"" Flex 3 Terminal w/ Toast Tap (DA), Printing Hub, Cash Drawer ($0.00), 4-Course Point-of-Sale Onboarding ($0.00), 4-Course Restaurant Point-of-Sale Onboarding ($0.00), Access Points ($0.00), Additional Tablet Monthly Software Subscription ($100.00), Digital Storefront ($0.00), Gift Card Program Monthly Subscription ($50.00), Handheld Monthly Software Subscription ($700.00), Kitchen Impact Printer ($0.00), Local by Toast ($0.00), Marketing ($0.00), Menu Build: Completed by Toast ($250.00), Onboarding Recap ($0.00), Online Ordering Monthly Subscription ($75.00), Pronto 24 Port Switch POE ($0.00), Pronto Indoor Access Point w/ POE Injector (NA) ($0.00), Pronto Outdoor Access Point w/ POE Injector (NA) ($0.00), Pronto Router ($0.00), Routers ($0.00), Self Install ($0.00), Software Monthly Subscription ($90.00), Switches ($0.00), Toast Classroom Live and On-Demand ($0.00), Toast Delivery Service Subscription ($0.00), Toast Digital Storefront Essentials ($0.00), Toast Flex Terminal 14"" G3 ($0.00), Toast Go Handheld G3 ($0.00), Toast Go® 3 Handheld - WiFi Only (US) ($0.00), Toast Kitchen Printer ($0.00), Toast Welcome Kit ($0.00)"
3d46704bade2d9d85962a5ceefbc45ac,2026-03-12,3 Twelve,0014W000037XWE7QAO,Alex Swenson,Amendment for contract #00776139,14. Closed - Sent to Onboarding,Guest Pro,,Existing Business (Upsell),0.0,"Kitchen Impact Printer ($0.00), Toast Kitchen Printer ($0.00)"
532c9dde6e42f3960b79636e2a8c69e1,2026-03-12,Methodical - The Commons,0014W00002W7QtCQAV,Zack Berkowitz,Methodical - The Commons - XC Pro,Closed - Lost,Guest Pro,,Existing Business (Upsell),279.0,"Inventory Management ($50.00), Invoice Automation ($179.00), Recipe Costing ($50.00), xtraCHEF ($0.00), xtraCHEF Pro ($0.00)"
056ad4cb9b7170d353321dc22e5f1cc7,2026-03-12,Methodical - Downtown,0014W00002W7z0HQAR,Zack Berkowitz,Methodical - Downtown - XC Pro,Closed - Lost,Guest Pro,,Existing Business (Upsell),279.0,"Inventory Management ($50.00), Invoice Automation ($179.00), Recipe Costing ($50.00), xtraCHEF ($0.00), xtraCHEF Pro ($0.00)"
25b7c605a171fa2e1d7a63eb74acd539,2026-03-11,,0014W00003GWmznQAD,Sara Geiken,Lolita's Chula Vitsa #GuestPro,Closed - Lost,false,,Existing Business (Upsell),,
119a77f0de71f21ef71b3624e6cc6d0e,2026-03-11,,0014W00003JUyKnQAL,Sara Geiken,Lolita's Bonita #GuestPro,Closed - Lost,false,,Existing Business (Upsell),,
1d9a90f34b804789506bcdf58041224e,2026-03-11,,0014W00003JUyL7QAL,Sara Geiken,Lolita's Sunbow #GuestPro,Closed - Lost,false,,Existing Business (Upsell),,
